월,일,시,건구온도(℃),기압(hPa),운량(1~10),적설량(cm),강우량(mm),풍향,상대습도(%),수평면일사(W/m2),운형,퐁속(m/s),이슬점온도(℃),절대습도(Kg/Kg),공기밀도(Kg/㎥),엔탈피(KJ/Kg),직달일사(W/㎡),,
5,31 ,15,26.70 ,1005.0 ,1 ,0.00 ,0.00 ,NW,31 ,725.00 ,Ci,2.8 ,8.50 ,0.0067 ,1.1772 ,44.00 ,398.86 ,,
5,31 ,16,27.30 ,1004.8 ,1 ,0.00 ,0.00 ,W,39 ,613.89 ,Ci,2.8 ,10.03 ,0.0088 ,1.1749 ,49.90 ,351.80 ,,
5,31 ,17,26.83 ,1004.6 ,1 ,0.00 ,0.00 ,SSW,41 ,405.56 ,0,2.7 ,10.46 ,0.0091 ,1.1767 ,50.11 ,200.00 ,,
5,31 ,18,26.35 ,1004.3 ,1 ,0.00 ,0.00 ,SSW,44 ,222.22 ,0,2.5 ,10.89 ,0.0093 ,1.1786 ,50.27 ,93.10 ,,
5,31 ,19,25.88 ,1004.1 ,1 ,0.00 ,0.00 ,SSE,46 ,72.22 ,0,2.4 ,11.31 ,0.0096 ,1.1805 ,50.37 ,30.20 ,,
5,31 ,20,25.40 ,1003.9 ,1 ,0.00 ,0.00 ,SSW,48 ,0.00 ,Ci,2.3 ,11.74 ,0.0098 ,1.1823 ,50.42 ,0.00 ,,
5,31 ,21,24.93 ,1003.7 ,1 ,0.00 ,0.00 ,S,51 ,0.00 ,Ci,2.1 ,12.17 ,0.0100 ,1.1842 ,50.41 ,0.00 ,,
5,31 ,22,24.45 ,1003.5 ,1 ,0.00 ,0.00 ,정온,53 ,0.00 ,Ci,2.0 ,12.60 ,0.0101 ,1.1861 ,50.36 ,0.00 ,,
5,31 ,23,23.98 ,1003.3 ,1 ,0.00 ,0.00 ,정온,55 ,0.00 ,Ac,1.9 ,13.02 ,0.0103 ,1.1880 ,50.25 ,0.00 ,,
5,31 ,24,23.50 ,1003.1 ,1 ,0.00 ,0.00 ,SW,58 ,0.00 ,Ac,1.8 ,13.45 ,0.0104 ,1.1899 ,50.11 ,0.00 ,,
6,1 ,1,23.03 ,1002.9 ,1 ,0.00 ,0.00 ,WNW,60 ,0.00 ,CbNs,1.6 ,13.88 ,0.0105 ,1.1918 ,49.92 ,0.00 ,,
6,1 ,2,22.55 ,1002.6 ,2 ,0.00 ,0.00 ,W,62 ,0.00 ,0,1.5 ,14.30 ,0.0106 ,1.1937 ,49.69 ,0.00 ,,
6,1 ,3,22.08 ,1002.4 ,2 ,0.00 ,0.00 ,WNW,65 ,0.00 ,0,1.4 ,14.73 ,0.0107 ,1.1957 ,49.42 ,0.00 ,,
6,1 ,4,21.60 ,1002.2 ,2 ,0.00 ,0.00 ,NE,67 ,0.00 ,0,1.2 ,15.16 ,0.0108 ,1.1976 ,49.11 ,0.00 ,,
6,1 ,5,21.13 ,1002.0 ,2 ,0.00 ,0.00 ,ESE,69 ,0.00 ,Ci,1.1 ,15.59 ,0.0108 ,1.1995 ,48.76 ,0.00 ,,
6,1 ,6,20.65 ,1001.8 ,2 ,0.00 ,0.00 ,SE,72 ,30.56 ,Ci,1.0 ,16.01 ,0.0109 ,1.2015 ,48.39 ,2.44 ,,
6,1 ,7,20.18 ,1001.6 ,2 ,0.00 ,0.00 ,SSW,74 ,130.56 ,Ci,0.8 ,16.44 ,0.0109 ,1.2034 ,47.97 ,12.70 ,,
6,1 ,8,19.70 ,1001.4 ,2 ,0.00 ,0.00 ,ENE,76 ,297.22 ,Ci,0.7 ,16.87 ,0.0109 ,1.2054 ,47.53 ,64.23 ,,
6,1 ,9,22.70 ,1001.4 ,3 ,0.00 ,0.00 ,SSE,73 ,469.44 ,Ci,1.3 ,17.70 ,0.0126 ,1.1931 ,54.86 ,152.21 ,,
6,1 ,10,23.90 ,1001.0 ,4 ,0.00 ,0.00 ,WSW,69 ,675.00 ,Ci,1.0 ,17.43 ,0.0129 ,1.1883 ,56.78 ,312.63 ,,
6,1 ,11,24.40 ,1000.7 ,6 ,0.00 ,0.00 ,SW,66 ,694.44 ,ScAs,3.7 ,17.17 ,0.0126 ,1.1863 ,56.50 ,281.10 ,,
6,1 ,12,24.40 ,1000.3 ,7 ,0.00 ,0.00 ,SW,62 ,483.33 ,ScAs,1.8 ,16.90 ,0.0118 ,1.1863 ,54.68 ,81.61 ,,
6,1 ,13,24.90 ,999.9 ,8 ,0.00 ,0.00 ,SW,60 ,852.78 ,ScAs,2.0 ,16.47 ,0.0117 ,1.1843 ,54.93 ,454.61 ,,
6,1 ,14,26.30 ,999.4 ,8 ,0.00 ,0.00 ,SW,57 ,613.89 ,ScAs,3.0 ,16.03 ,0.0123 ,1.1788 ,57.72 ,204.22 ,,
6,1 ,15,25.20 ,999.0 ,9 ,0.00 ,0.00 ,SSW,55 ,358.33 ,ScAs,4.7 ,15.60 ,0.0110 ,1.1831 ,53.36 ,47.90 ,,
6,1 ,16,24.70 ,998.9 ,9 ,0.00 ,0.00 ,SW,57 ,227.78 ,ScAs,2.7 ,15.57 ,0.0111 ,1.1851 ,53.19 ,19.92 ,,
6,1 ,17,23.90 ,998.7 ,9 ,0.00 ,0.00 ,SW,60 ,111.11 ,ScAs,3.0 ,15.53 ,0.0111 ,1.1883 ,52.13 ,8.89 ,,
6,1 ,18,23.20 ,998.6 ,9 ,0.00 ,0.00 ,WSW,62 ,47.22 ,ScAs,1.0 ,15.50 ,0.0110 ,1.1911 ,51.31 ,3.78 ,,
6,1 ,19,23.00 ,998.6 ,6 ,0.00 ,0.00 ,WNW,58 ,2.78 ,ScAs,3.3 ,14.27 ,0.0102 ,1.1919 ,48.94 ,0.22 ,,
6,1 ,20,22.80 ,998.5 ,3 ,0.00 ,0.00 ,WNW,54 ,0.00 ,As,3.3 ,13.03 ,0.0093 ,1.1927 ,46.64 ,0.00 ,,
6,1 ,21,22.70 ,998.5 ,0 ,0.00 ,0.00 ,W,50 ,0.00 ,As,2.0 ,11.80 ,0.0086 ,1.1931 ,44.62 ,0.00 ,,
6,1 ,22,22.30 ,998.3 ,0 ,0.00 ,0.00 ,W,54 ,0.00 ,As,1.7 ,12.40 ,0.0090 ,1.1947 ,45.26 ,0.00 ,,
6,1 ,23,21.70 ,998.2 ,0 ,0.00 ,0.00 ,WNW,57 ,0.00 ,As,1.7 ,13.00 ,0.0093 ,1.1972 ,45.34 ,0.00 ,,
6,1 ,24,21.40 ,998.0 ,0 ,0.00 ,0.00 ,NNW,61 ,0.00 ,As,1.0 ,13.60 ,0.0097 ,1.1984 ,46.10 ,0.00 ,,
6,2 ,1,21.27 ,997.6 ,0 ,0.00 ,0.00 ,NNW,63 ,0.00 ,0,4.0 ,14.00 ,0.0099 ,1.1989 ,46.57 ,0.00 ,,
6,2 ,2,21.13 ,997.1 ,0 ,0.00 ,0.00 ,WNW,65 ,0.00 ,As,1.5 ,14.40 ,0.0102 ,1.1995 ,47.04 ,0.00 ,,
6,2 ,3,21.00 ,996.7 ,0 ,0.00 ,0.00 ,W,67 ,0.00 ,As,3.3 ,14.80 ,0.0104 ,1.2000 ,47.49 ,0.00 ,,
6,2 ,4,20.70 ,996.5 ,3 ,0.00 ,0.00 ,WNW,69 ,0.00 ,As,2.7 ,14.97 ,0.0106 ,1.2012 ,47.61 ,0.00 ,,
6,2 ,5,20.40 ,996.4 ,5 ,0.00 ,0.00 ,WNW,72 ,0.00 ,As,1.5 ,15.13 ,0.0107 ,1.2025 ,47.70 ,0.00 ,,
6,2 ,6,20.00 ,996.2 ,8 ,0.00 ,0.00 ,SW,74 ,11.11 ,As,2.3 ,15.30 ,0.0108 ,1.2041 ,47.49 ,0.89 ,,
6,2 ,7,19.80 ,996.5 ,8 ,0.00 ,0.00 ,WNW,73 ,97.22 ,As,1.0 ,16.00 ,0.0105 ,1.2049 ,46.45 ,7.64 ,,
6,2 ,8,20.70 ,996.7 ,9 ,0.00 ,0.00 ,NNE,71 ,213.89 ,Ci,0.5 ,16.70 ,0.0109 ,1.2012 ,48.39 ,22.99 ,,
6,2 ,9,23.10 ,997.0 ,9 ,0.00 ,0.00 ,ENE,70 ,377.78 ,Ci,0.7 ,17.40 ,0.0124 ,1.1915 ,54.69 ,76.10 ,,
6,2 ,10,24.90 ,997.0 ,9 ,0.00 ,0.00 ,ESE,67 ,461.11 ,Ci,0.7 ,16.93 ,0.0132 ,1.1843 ,58.69 ,98.26 ,,
6,2 ,11,24.50 ,997.1 ,10 ,0.00 ,0.00 ,SW,64 ,408.33 ,As,3.0 ,16.47 ,0.0123 ,1.1859 ,55.96 ,52.90 ,,
6,2 ,12,24.10 ,997.1 ,10 ,0.00 ,0.00 ,E,61 ,411.11 ,As,2.2 ,16.00 ,0.0114 ,1.1875 ,53.33 ,49.20 ,,
6,2 ,13,24.30 ,996.9 ,10 ,0.00 ,0.00 ,E,62 ,394.44 ,As,2.5 ,15.97 ,0.0117 ,1.1867 ,54.23 ,44.25 ,,
6,2 ,14,23.80 ,996.8 ,10 ,0.00 ,0.00 ,E,62 ,302.78 ,As,3.0 ,15.93 ,0.0115 ,1.1887 ,53.13 ,25.55 ,,
6,2 ,15,23.20 ,996.6 ,10 ,0.00 ,0.00 ,E,63 ,272.22 ,As,2.0 ,15.90 ,0.0112 ,1.1911 ,51.77 ,23.31 ,,
6,2 ,16,22.90 ,996.4 ,10 ,0.00 ,0.00 ,E,68 ,236.11 ,As,2.7 ,16.00 ,0.0119 ,1.1923 ,53.35 ,21.51 ,,
6,2 ,17,20.60 ,996.1 ,10 ,0.00 ,0.00 ,ESE,74 ,136.11 ,As,2.5 ,16.10 ,0.0112 ,1.2017 ,49.03 ,10.70 ,,
6,2 ,18,19.90 ,995.9 ,10 ,0.00 ,0.00 ,ENE,79 ,111.11 ,As,2.5 ,16.20 ,0.0115 ,1.2045 ,49.09 ,10.91 ,,
6,2 ,19,19.70 ,996.0 ,10 ,0.00 ,0.00 ,E,78 ,19.44 ,As,2.0 ,15.83 ,0.0112 ,1.2054 ,48.27 ,1.56 ,,
6,2 ,20,19.20 ,996.2 ,10 ,0.00 ,0.00 ,E,78 ,0.00 ,As,0.7 ,15.47 ,0.0108 ,1.2074 ,46.63 ,0.00 ,,
6,2 ,21,19.20 ,996.3 ,10 ,0.00 ,0.00 ,E,77 ,0.00 ,As,0.7 ,15.10 ,0.0107 ,1.2074 ,46.39 ,0.00 ,,
6,2 ,22,18.40 ,996.6 ,10 ,0.00 ,0.00 ,NE,80 ,0.00 ,As,1.7 ,15.20 ,0.0106 ,1.2107 ,45.37 ,0.00 ,,
6,2 ,23,18.00 ,996.8 ,10 ,0.00 ,0.00 ,E,84 ,0.00 ,Ci,1.5 ,15.30 ,0.0108 ,1.2124 ,45.38 ,0.00 ,,
6,2 ,24,17.60 ,997.1 ,10 ,0.00 ,0.00 ,NW,87 ,0.00 ,Ci,0.7 ,15.40 ,0.0109 ,1.2141 ,45.36 ,0.00 ,,
6,3 ,1,17.40 ,996.8 ,10 ,0.00 ,0.00 ,SE,88 ,0.00 ,As,1.3 ,15.30 ,0.0109 ,1.2149 ,45.02 ,0.00 ,,
6,3 ,2,17.20 ,996.5 ,10 ,0.00 ,0.00 ,정온,88 ,0.00 ,ScAs,0.2 ,15.20 ,0.0108 ,1.2157 ,44.67 ,0.00 ,,
6,3 ,3,17.00 ,996.2 ,10 ,0.00 ,0.00 ,ENE,89 ,0.00 ,ScAs,0.7 ,15.10 ,0.0108 ,1.2166 ,44.32 ,0.00 ,,
6,3 ,4,17.10 ,996.1 ,10 ,0.00 ,0.00 ,SSW,89 ,0.00 ,ScAs,2.2 ,15.20 ,0.0109 ,1.2161 ,44.70 ,0.00 ,,
6,3 ,5,17.10 ,996.0 ,10 ,0.00 ,0.00 ,ESE,90 ,0.00 ,ScAs,1.3 ,15.30 ,0.0109 ,1.2161 ,44.81 ,0.00 ,,
6,3 ,6,17.00 ,995.9 ,10 ,0.00 ,0.00 ,NE,90 ,11.11 ,ScAs,0.8 ,15.40 ,0.0109 ,1.2166 ,44.63 ,0.89 ,,
6,3 ,7,17.40 ,996.3 ,10 ,0.00 ,0.00 ,ENE,88 ,88.89 ,ScAs,0.8 ,15.80 ,0.0110 ,1.2149 ,45.23 ,7.11 ,,
6,3 ,8,18.20 ,996.6 ,9 ,0.00 ,0.00 ,ENE,87 ,175.00 ,ScAs,0.8 ,16.20 ,0.0113 ,1.2116 ,46.95 ,14.50 ,,
6,3 ,9,19.20 ,997.0 ,9 ,0.00 ,0.00 ,SW,85 ,283.33 ,ScAs,1.3 ,16.60 ,0.0118 ,1.2074 ,49.26 ,31.03 ,,
6,3 ,10,20.30 ,997.4 ,9 ,0.00 ,0.00 ,SW,79 ,680.56 ,ScAs,1.2 ,16.57 ,0.0118 ,1.2029 ,50.24 ,319.36 ,,
6,3 ,11,23.00 ,997.8 ,10 ,0.00 ,0.00 ,E,73 ,786.11 ,AcCi,2.3 ,16.53 ,0.0128 ,1.1919 ,55.77 ,393.17 ,,
6,3 ,12,22.90 ,998.2 ,10 ,0.00 ,0.00 ,E,67 ,780.56 ,AcCi,3.7 ,16.50 ,0.0117 ,1.1923 ,52.74 ,357.94 ,,
6,3 ,13,22.70 ,998.3 ,10 ,0.00 ,0.00 ,ESE,67 ,850.00 ,AcCi,3.2 ,16.27 ,0.0116 ,1.1931 ,52.32 ,450.47 ,,
6,3 ,14,22.20 ,998.4 ,10 ,0.00 ,0.00 ,ESE,68 ,575.00 ,AcCi,3.3 ,16.03 ,0.0113 ,1.1951 ,51.05 ,166.30 ,,
6,3 ,15,22.00 ,998.5 ,10 ,0.00 ,0.00 ,ESE,68 ,669.44 ,AcCi,2.8 ,15.80 ,0.0112 ,1.1960 ,50.64 ,326.17 ,,
6,3 ,16,22.90 ,998.4 ,10 ,0.00 ,0.00 ,ESE,67 ,586.11 ,AcCi,2.8 ,15.43 ,0.0116 ,1.1923 ,52.59 ,314.32 ,,
6,3 ,17,22.40 ,998.3 ,10 ,0.00 ,0.00 ,E,65 ,383.33 ,Ac,1.5 ,15.07 ,0.0111 ,1.1943 ,50.60 ,170.11 ,,
6,3 ,18,21.80 ,998.2 ,10 ,0.00 ,0.00 ,ESE,64 ,172.22 ,Ac,3.2 ,14.70 ,0.0104 ,1.1968 ,48.39 ,41.56 ,,
6,3 ,19,19.80 ,998.7 ,10 ,0.00 ,0.00 ,ESE,72 ,27.78 ,Ac,2.3 ,15.07 ,0.0104 ,1.2049 ,46.20 ,2.18 ,,
6,3 ,20,18.30 ,999.3 ,10 ,0.00 ,0.00 ,E,80 ,0.00 ,ScAs,2.3 ,15.43 ,0.0105 ,1.2111 ,44.98 ,0.00 ,,
6,3 ,21,17.80 ,999.8 ,10 ,0.00 ,0.00 ,E,88 ,0.00 ,ScAs,3.0 ,15.80 ,0.0112 ,1.2132 ,46.25 ,0.00 ,,
6,3 ,22,17.40 ,999.9 ,8 ,0.00 ,0.00 ,E,88 ,0.00 ,ScAs,2.3 ,15.70 ,0.0110 ,1.2149 ,45.23 ,0.00 ,,
6,3 ,23,17.40 ,1000.1 ,6 ,0.00 ,0.00 ,E,89 ,0.00 ,ScAs,2.5 ,15.60 ,0.0110 ,1.2149 ,45.34 ,0.00 ,,
6,3 ,24,17.40 ,1000.2 ,4 ,0.00 ,0.00 ,E,89 ,0.00 ,ScAs,2.0 ,15.50 ,0.0110 ,1.2149 ,45.44 ,0.00 ,,
6,4 ,1,17.37 ,1000.7 ,6 ,0.00 ,0.00 ,ENE,89 ,0.00 ,Ci,2.0 ,15.47 ,0.0110 ,1.2150 ,45.35 ,0.00 ,,
6,4 ,2,17.33 ,1001.1 ,8 ,0.00 ,0.00 ,E,89 ,0.00 ,As,2.0 ,15.43 ,0.0110 ,1.2152 ,45.25 ,0.00 ,,
6,4 ,3,17.30 ,1001.6 ,10 ,0.00 ,0.00 ,ENE,89 ,0.00 ,As,2.2 ,15.40 ,0.0110 ,1.2153 ,45.16 ,0.00 ,,
6,4 ,4,17.30 ,1001.6 ,10 ,0.00 ,0.00 ,E,89 ,0.00 ,As,1.7 ,15.43 ,0.0110 ,1.2153 ,45.16 ,0.00 ,,
6,4 ,5,17.20 ,1001.7 ,10 ,0.00 ,0.00 ,ENE,89 ,0.00 ,As,2.0 ,15.47 ,0.0109 ,1.2157 ,44.88 ,0.00 ,,
6,4 ,6,17.20 ,1001.7 ,10 ,0.00 ,0.00 ,E,89 ,17.90 ,As,3.7 ,15.50 ,0.0109 ,1.2157 ,44.88 ,1.43 ,,
6,4 ,7,17.40 ,1001.9 ,10 ,0.00 ,0.00 ,E,86 ,41.67 ,As,1.7 ,15.63 ,0.0107 ,1.2149 ,44.48 ,3.33 ,,
6,4 ,8,18.00 ,1002.2 ,10 ,0.00 ,0.00 ,E,83 ,172.22 ,ScCi,2.0 ,15.77 ,0.0107 ,1.2124 ,45.16 ,14.11 ,,
6,4 ,9,19.40 ,1002.4 ,10 ,0.00 ,0.00 ,E,80 ,475.00 ,ScCi,2.7 ,15.90 ,0.0113 ,1.2066 ,48.03 ,157.63 ,,
6,4 ,10,21.20 ,1002.5 ,10 ,0.00 ,0.00 ,E,75 ,733.33 ,ScCi,2.0 ,16.17 ,0.0118 ,1.1992 ,51.27 ,386.39 ,,
6,4 ,11,23.20 ,1002.5 ,9 ,0.00 ,0.00 ,SE,70 ,866.67 ,0,3.3 ,16.43 ,0.0125 ,1.1911 ,54.99 ,496.25 ,,
6,4 ,12,23.50 ,1002.6 ,9 ,0.00 ,0.00 ,E,65 ,947.22 ,0,2.5 ,16.70 ,0.0118 ,1.1899 ,53.54 ,568.91 ,,
6,4 ,13,23.50 ,1002.6 ,9 ,0.00 ,0.00 ,ESE,64 ,963.89 ,0,3.0 ,16.47 ,0.0116 ,1.1899 ,53.23 ,592.92 ,,
6,4 ,14,23.70 ,1002.6 ,9 ,0.00 ,0.00 ,ESE,64 ,900.00 ,Ci,3.3 ,16.23 ,0.0117 ,1.1891 ,53.48 ,549.81 ,,
6,4 ,15,23.50 ,1002.6 ,9 ,0.00 ,0.00 ,ESE,63 ,755.56 ,Ci,3.0 ,16.00 ,0.0114 ,1.1899 ,52.60 ,435.78 ,,
6,4 ,16,23.20 ,1002.8 ,8 ,0.00 ,0.00 ,ESE,66 ,547.22 ,Ci,2.3 ,16.23 ,0.0118 ,1.1911 ,53.30 ,264.03 ,,
6,4 ,17,22.30 ,1002.9 ,8 ,0.00 ,0.00 ,ESE,70 ,338.89 ,ScAc,2.3 ,16.47 ,0.0117 ,1.1947 ,52.21 ,118.78 ,,
6,4 ,18,21.70 ,1003.1 ,7 ,0.00 ,0.00 ,ENE,73 ,105.56 ,ScAc,2.0 ,16.70 ,0.0118 ,1.1972 ,51.90 ,9.54 ,,
6,4 ,19,20.90 ,1003.3 ,8 ,0.00 ,0.00 ,E,76 ,22.22 ,ScAc,2.0 ,16.60 ,0.0117 ,1.2004 ,50.81 ,1.78 ,,
6,4 ,20,20.00 ,1003.6 ,9 ,0.00 ,0.00 ,E,79 ,0.00 ,ScAs,2.0 ,16.50 ,0.0115 ,1.2041 ,49.38 ,0.00 ,,
6,4 ,21,19.40 ,1003.8 ,10 ,0.00 ,0.00 ,E,82 ,0.00 ,ScAs,1.7 ,16.40 ,0.0115 ,1.2066 ,48.76 ,0.00 ,,
6,4 ,22,19.40 ,1003.9 ,10 ,0.00 ,0.00 ,E,82 ,0.00 ,ScAs,1.7 ,16.53 ,0.0116 ,1.2066 ,48.88 ,0.00 ,,
6,4 ,23,19.60 ,1003.9 ,10 ,0.00 ,0.00 ,ENE,83 ,0.00 ,ScAs,1.7 ,16.67 ,0.0118 ,1.2058 ,49.59 ,0.00 ,,
6,4 ,24,19.80 ,1004.0 ,10 ,0.00 ,0.00 ,ENE,83 ,0.00 ,ScAs,1.7 ,16.80 ,0.0120 ,1.2049 ,50.30 ,0.00 ,,
6,5 ,1,19.87 ,1003.9 ,10 ,0.00 ,0.00 ,ENE,82 ,0.00 ,ScAs,1.7 ,16.63 ,0.0118 ,1.2047 ,49.99 ,0.00 ,,
6,5 ,2,19.93 ,1003.9 ,10 ,0.00 ,0.00 ,NE,80 ,0.00 ,ScAs,1.7 ,16.47 ,0.0117 ,1.2044 ,49.69 ,0.00 ,,
6,5 ,3,20.00 ,1003.8 ,10 ,0.00 ,0.00 ,ENE,79 ,0.00 ,ScAs,1.2 ,16.30 ,0.0115 ,1.2041 ,49.38 ,0.00 ,,
6,5 ,4,20.00 ,1004.1 ,10 ,0.00 ,0.00 ,ENE,80 ,0.00 ,ScAs,1.3 ,16.47 ,0.0117 ,1.2041 ,49.75 ,0.00 ,,
6,5 ,5,20.00 ,1004.4 ,10 ,0.00 ,0.00 ,ENE,81 ,0.00 ,ScAs,0.7 ,16.63 ,0.0118 ,1.2041 ,50.13 ,0.00 ,,
6,5 ,6,20.00 ,1004.7 ,10 ,0.00 ,0.00 ,ENE,82 ,22.22 ,ScAs,1.3 ,16.80 ,0.0120 ,1.2041 ,50.51 ,1.78 ,,
6,5 ,7,20.40 ,1005.2 ,9 ,0.00 ,0.00 ,E,82 ,55.56 ,ScAs,0.7 ,17.27 ,0.0123 ,1.2025 ,51.83 ,4.44 ,,
6,5 ,8,20.90 ,1005.7 ,9 ,0.00 ,0.00 ,ENE,83 ,86.11 ,ScAs,1.3 ,17.73 ,0.0128 ,1.2004 ,53.48 ,6.89 ,,
6,5 ,9,21.20 ,1006.2 ,8 ,0.00 ,0.00 ,E,83 ,141.67 ,ScAs,1.3 ,18.20 ,0.0131 ,1.1992 ,54.54 ,11.33 ,,
6,5 ,10,21.40 ,1006.3 ,5 ,0.00 ,0.00 ,E,80 ,341.67 ,ScAs,2.0 ,17.93 ,0.0127 ,1.1984 ,53.78 ,38.29 ,,
6,5 ,11,22.60 ,1006.3 ,3 ,0.00 ,0.00 ,E,76 ,425.00 ,ScAs,1.8 ,17.67 ,0.0131 ,1.1935 ,56.04 ,59.81 ,,
6,5 ,12,22.60 ,1006.4 ,0 ,0.00 ,0.00 ,ENE,73 ,141.67 ,ScAs,2.2 ,17.40 ,0.0125 ,1.1935 ,54.56 ,11.33 ,,
6,5 ,13,22.40 ,1005.8 ,1 ,0.00 ,0.00 ,ENE,71 ,347.22 ,ScAs,1.5 ,17.83 ,0.0121 ,1.1943 ,53.23 ,31.76 ,,
6,5 ,14,23.20 ,1005.3 ,3 ,0.00 ,0.00 ,ESE,70 ,600.00 ,ScAs,1.3 ,18.27 ,0.0124 ,1.1911 ,54.84 ,189.39 ,,
6,5 ,15,24.90 ,1004.7 ,4 ,0.00 ,0.00 ,SSW,68 ,477.78 ,ScAs,4.2 ,18.70 ,0.0134 ,1.1843 ,59.20 ,119.88 ,,
6,5 ,16,24.60 ,1004.7 ,6 ,0.00 ,0.00 ,SW,72 ,305.56 ,ScAs,5.0 ,18.93 ,0.0140 ,1.1855 ,60.46 ,43.79 ,,
6,5 ,17,23.20 ,1004.7 ,7 ,0.00 ,0.00 ,WSW,77 ,158.33 ,ScAs,7.0 ,19.17 ,0.0137 ,1.1911 ,58.07 ,13.04 ,,
6,5 ,18,22.90 ,1004.7 ,9 ,0.00 ,0.00 ,SW,81 ,88.89 ,ScAs,6.3 ,19.40 ,0.0142 ,1.1923 ,59.10 ,7.03 ,,
6,5 ,19,22.60 ,1005.2 ,9 ,0.00 ,0.00 ,WSW,83 ,13.89 ,ScAs,4.8 ,19.33 ,0.0143 ,1.1935 ,59.17 ,1.11 ,,
6,5 ,20,22.00 ,1005.7 ,10 ,0.00 ,0.00 ,WSW,86 ,0.00 ,Sc,6.5 ,19.27 ,0.0142 ,1.1960 ,58.22 ,0.00 ,,
6,5 ,21,21.20 ,1006.2 ,10 ,0.00 ,0.00 ,SSW,88 ,0.00 ,Sc,3.8 ,19.20 ,0.0139 ,1.1992 ,56.59 ,0.00 ,,
6,5 ,22,20.80 ,1006.1 ,10 ,0.00 ,0.00 ,SSW,89 ,0.00 ,Sc,1.2 ,19.20 ,0.0138 ,1.2008 ,55.83 ,0.00 ,,
6,5 ,23,20.70 ,1006.1 ,10 ,0.00 ,0.00 ,SW,91 ,0.00 ,Sc,2.3 ,19.20 ,0.0139 ,1.2012 ,56.04 ,0.00 ,,
6,5 ,24,20.50 ,1006.0 ,10 ,0.00 ,0.00 ,SSW,92 ,0.00 ,Sc,3.7 ,19.20 ,0.0139 ,1.2021 ,55.91 ,0.00 ,,
6,6 ,1,20.53 ,1005.5 ,10 ,0.00 ,0.00 ,SW,92 ,0.00 ,ScAs,4.0 ,19.20 ,0.0139 ,1.2019 ,56.02 ,0.00 ,,
6,6 ,2,20.57 ,1005.1 ,10 ,0.00 ,0.00 ,SW,92 ,0.00 ,StSc,5.2 ,19.20 ,0.0140 ,1.2018 ,56.13 ,0.00 ,,
6,6 ,3,20.60 ,1004.6 ,10 ,0.00 ,0.00 ,SW,92 ,0.00 ,StSc,4.8 ,19.20 ,0.0140 ,1.2017 ,56.24 ,0.00 ,,
6,6 ,4,20.65 ,1004.3 ,10 ,0.00 ,0.00 ,SW,91 ,0.00 ,StSc,6.8 ,19.20 ,0.0139 ,1.2015 ,56.14 ,0.00 ,,
6,6 ,5,20.70 ,1004.0 ,9 ,0.00 ,0.00 ,SW,91 ,0.00 ,StAs,6.8 ,19.20 ,0.0139 ,1.2012 ,56.04 ,0.00 ,,
6,6 ,6,20.80 ,1003.7 ,9 ,0.00 ,0.00 ,SW,90 ,25.00 ,StAs,5.7 ,19.20 ,0.0139 ,1.2008 ,56.10 ,2.00 ,,
6,6 ,7,21.00 ,1004.2 ,9 ,0.00 ,0.00 ,WSW,89 ,127.78 ,StAs,7.8 ,19.20 ,0.0138 ,1.2000 ,56.21 ,12.01 ,,
6,6 ,8,21.30 ,1004.8 ,10 ,0.00 ,0.00 ,SW,87 ,116.67 ,ScAs,9.3 ,19.20 ,0.0139 ,1.1988 ,56.64 ,9.33 ,,
6,6 ,9,21.60 ,1005.3 ,10 ,0.00 ,0.00 ,SW,86 ,97.22 ,ScAs,6.5 ,19.20 ,0.0139 ,1.1976 ,57.05 ,7.78 ,,
6,6 ,10,21.40 ,1005.1 ,10 ,0.00 ,0.00 ,WSW,85 ,130.56 ,ScAs,7.8 ,19.03 ,0.0135 ,1.1984 ,55.85 ,10.44 ,,
6,6 ,11,21.60 ,1005.0 ,10 ,0.00 ,0.00 ,WSW,83 ,172.22 ,StAs,7.3 ,18.87 ,0.0135 ,1.1976 ,55.93 ,13.78 ,,
6,6 ,12,22.00 ,1004.8 ,10 ,0.00 ,0.00 ,WSW,82 ,325.00 ,StAs,8.7 ,18.70 ,0.0136 ,1.1960 ,56.64 ,27.44 ,,
6,6 ,13,22.30 ,1004.3 ,10 ,0.00 ,0.00 ,SW,81 ,186.11 ,StAs,7.5 ,18.50 ,0.0137 ,1.1947 ,57.16 ,14.89 ,,
6,6 ,14,21.90 ,1003.9 ,10 ,0.00 ,0.00 ,SW,80 ,297.22 ,StAs,8.3 ,18.30 ,0.0132 ,1.1964 ,55.47 ,24.64 ,,
6,6 ,15,21.90 ,1003.4 ,10 ,0.00 ,0.00 ,WSW,79 ,238.89 ,StAs,10.3 ,18.10 ,0.0130 ,1.1964 ,55.04 ,18.87 ,,
6,6 ,16,21.60 ,1003.0 ,10 ,0.00 ,0.00 ,WSW,81 ,91.67 ,StAs,10.3 ,18.23 ,0.0131 ,1.1976 ,54.96 ,7.33 ,,
6,6 ,17,21.40 ,1002.6 ,10 ,0.00 ,0.00 ,WSW,83 ,52.78 ,StAs,11.7 ,18.37 ,0.0133 ,1.1984 ,55.16 ,4.22 ,,
