월,일,시,건구온도(℃),기압(hPa),운량(1~10),적설량(cm),강우량(mm),풍향,상대습도(%),수평면일사(W/m2),운형,퐁속(m/s),이슬점온도(℃),절대습도(Kg/Kg),공기밀도(Kg/㎥),엔탈피(KJ/Kg),직달일사(W/㎡)
6,26,10,21,995,10,0,0,NNE,94,41.67,ScAs,1.6,20,0.0147,1.2,58.37,3.33
6,26,11,21.6,994.9,10,0,0,NNW,92,75,ScAs,0.5,19.8,0.0149,1.1976,59.58,6
6,26,12,22.5,994.9,10,0,0,S,83,119.44,ScAs,1.5,19.6,0.0142,1.1939,58.69,9.56
6,26,13,22.5,994.8,10,0,0,SW,86,127.78,ScAs,3.7,19.7,0.0147,1.1939,60.03,10.22
6,26,14,22.2,994.6,10,0,0,SW,88,141.67,StNs,4.3,19.8,0.0148,1.1951,59.9,11.33
6,26,15,21.1,994.5,10,0,1.5,SW,92,30.56,StNs,4.5,19.9,0.0145,1.1996,57.89,2.44
6,26,16,21.1,994.5,10,0,0,WSW,91,77.78,StNs,4.7,19.43,0.0143,1.1996,57.49,6.22
6,26,17,21.2,994.4,10,0,0,WSW,87,47.22,StAs,4.2,18.97,0.0137,1.1992,56.18,3.78
6,26,18,20.2,994.4,10,0,0,WSW,89,0,StAs,3.9,18.5,0.0132,1.2033,53.79,0
6,26,19,20.2,994.6,10,0,0,WSW,89,0,StAs,3.1,18.5,0.0132,1.2033,53.79,0
6,26,20,19.7,994.7,10,0,0,WSW,92,0,StNs,3.8,18.5,0.0132,1.2054,53.35,0
6,26,21,19.7,994.9,10,0,0,W,92,0,StNs,2.5,18.5,0.0132,1.2054,53.35,0
6,26,22,20,995.3,10,0,0,SW,90,0,StNs,2.6,18.33,0.0132,1.2041,53.54,0
6,26,23,20,995.6,10,0,0,SW,89,0,ScAs,3.5,18.17,0.013,1.2041,53.16,0
6,26,24,19.7,996,10,0,0,WSW,89,0,ScAs,3.8,18,0.0128,1.2054,52.23,0
6,27,1,19.3,995.9,10,0,0.25,WSW,92,0,StNs,3.7,18.17,0.0129,1.207,52.09,0
6,27,2,19.2,995.8,10,0,0.5,WSW,94,0,StNs,2.1,18.33,0.0131,1.2074,52.51,0
6,27,3,19.2,995.7,10,0,0.5,WSW,95,0,StNs,3,18.5,0.0132,1.2074,52.87,0
6,27,4,19.2,995.8,10,0,0,SW,93,0,StNs,3.4,18.37,0.013,1.2074,52.14,0
6,27,5,19.3,995.9,10,0,0,WSW,92,0,StAs,1.5,18.23,0.0129,1.207,52.09,0
6,27,6,19.3,996,10,0,0,WSW,92,0,StAs,1.9,18.1,0.0129,1.207,52.09,0
6,27,7,19.6,996,10,0,0,WSW,90,0,StAs,2,18.27,0.0129,1.2058,52.29,0
6,27,8,19.6,996,10,0,0,WSW,93,0,ScAs,2.9,18.43,0.0133,1.2058,53.4,0
6,27,9,20,996,10,0,0,SW,91,0,ScAs,3,18.6,0.0133,1.2041,53.92,0
6,27,10,20.2,996,10,0,0,SW,91,77.78,ScAs,3.3,18.8,0.0135,1.2033,54.56,6.22
6,27,11,20.5,995.9,10,0,0,SW,91,55.56,ScAs,3,19,0.0138,1.2021,55.52,4.44
6,27,12,20.8,995.9,10,0,0,SW,90,88.89,ScAs,2.4,19.2,0.0139,1.2008,56.1,7.11
6,27,13,21.2,995.7,10,0,0,SW,89,88.89,ScAs,1.9,19.27,0.0141,1.1992,57,7.11
6,27,14,22.6,995.6,10,0,0,WSW,82,238.89,ScAs,1.4,19.33,0.0141,1.1935,58.57,19.11
6,27,15,22.7,995.4,10,0,0,WNW,81,83.33,ScAs,1.1,19.4,0.014,1.1931,58.45,6.67
6,27,16,23.7,995.1,9,0,0,NW,75,0,ScAs,1.6,19.47,0.0138,1.1891,58.88,0
6,27,17,24.1,994.8,9,0,0,NW,74,0,Sc,1.7,19.53,0.0139,1.1875,59.68,0
6,27,18,24,994.5,8,0,0,WNW,76,0,Sc,2.2,19.6,0.0142,1.1879,60.33,0
6,27,19,23.2,995,8,0,0,WNW,79,0,Sc,2.2,19.47,0.0141,1.1911,59.16,0
6,27,20,22.5,995.5,8,0,0,WNW,84,0,Sc,2.2,19.33,0.0144,1.1939,59.14,0
6,27,21,21.7,996,8,0,0,WNW,85,0,Sc,3.2,19.2,0.0138,1.1972,56.96,0
6,27,22,21.7,996.3,9,0,0,W,84,0,Sc,1.4,19.27,0.0137,1.1972,56.53,0
6,27,23,21.6,996.7,9,0,0,WNW,85,0,As,2.6,19.33,0.0138,1.1976,56.63,0
6,27,24,21.3,997,10,0,0,WNW,88,0,As,1.9,19.4,0.014,1.1988,56.91,0
6,28,1,21.1,997.2,10,0,0,WNW,90,0,ScAs,1.6,19.47,0.0141,1.1996,57.08,0
6,28,2,20.7,997.3,10,0,0,WNW,92,0,As,1.3,19.53,0.0141,1.2012,56.57,0
6,28,3,20.6,997.5,10,0,0,WNW,93,0,As,1.1,19.6,0.0142,1.2017,56.64,0
6,28,4,20.6,997.7,10,0,0,정온,93,0,As,0,19.63,0.0142,1.2017,56.64,0
6,28,5,20.7,997.8,10,0,0,정온,92,0,As,0.2,19.67,0.0141,1.2012,56.57,0
6,28,6,20.7,998,10,0,0,정온,93,0,As,0.3,19.7,0.0142,1.2012,56.97,0
6,28,7,21.1,998.1,10,0,0,SW,91,2.78,As,1.4,19.57,0.0143,1.1996,57.49,0.22
6,28,8,21.7,998.3,9,0,0,SW,87,61.11,Sc,1,19.43,0.0142,1.1972,57.8,4.89
6,28,9,22.8,998.4,9,0,0,W,80,233.33,Sc,1.2,19.3,0.0139,1.1927,58.32,20.65
6,28,10,23.7,998.3,9,0,0,NW,76,330.56,Sc,1.4,18.93,0.014,1.1891,59.36,37.42
6,28,11,25,998.1,10,0,0,W,65,552.78,ScAs,2.1,18.57,0.0129,1.1839,57.96,148.34
6,28,12,26.1,998,10,0,0,WNW,61,591.67,ScAs,1.8,18.2,0.0129,1.1796,59.16,162.49
6,28,13,26.8,997.7,9,0,0,WNW,60,583.33,ScAs,2.1,18.7,0.0133,1.1768,60.72,153.84
6,28,14,27.3,997.3,9,0,0,W,61,641.67,ScAs,2.9,19.2,0.0139,1.1749,62.86,228.68
6,28,15,27,997,8,0,0,WNW,64,525,ScAs,3.2,19.7,0.0143,1.176,63.67,153.61
6,28,16,26.5,996.9,6,0,0,WNW,66,402.78,ScAs,3,19.8,0.0143,1.178,63.2,96.56
6,28,17,26.5,996.8,5,0,0,WNW,66,433.33,Ci,3.1,19.9,0.0143,1.178,63.2,204.75
6,28,18,26,996.7,3,0,0,WNW,69,236.11,Ci,2.5,20,0.0146,1.18,63.25,79.11
6,28,19,25.3,997.1,3,0,0,WNW,71,105.56,Ci,2.2,19.9,0.0144,1.1827,62.04,34.52
6,28,20,24.3,997.5,3,0,0,WNW,75,0,Ci,1.5,19.8,0.0143,1.1867,60.82,0
6,28,21,23.6,997.9,3,0,0,WNW,78,0,Ci,1.2,19.7,0.0143,1.1895,59.99,0
6,28,22,23.2,998.2,3,0,0,WNW,79,0,Ci,1.7,19.73,0.0141,1.1911,59.16,0
6,28,23,22.8,998.4,4,0,0,정온,81,0,Ci,0,19.77,0.0141,1.1927,58.77,0
6,28,24,22.5,998.7,4,0,0,정온,84,0,Ci,0.3,19.8,0.0144,1.1939,59.14,0
6,29,1,22.2,998.5,5,0,0,WNW,85,0,As,0.8,19.57,0.0143,1.1951,58.59,0
6,29,2,21.8,998.4,7,0,0,NE,86,0,ScCi,1.4,19.33,0.0141,1.1968,57.71,0
6,29,3,21.8,998.2,8,0,0,정온,84,0,ScCi,0.3,19.1,0.0138,1.1968,56.85,0
6,29,4,21.8,998.5,9,0,0,NNE,84,0,ScCi,0.5,19.37,0.0138,1.1968,56.85,0
6,29,5,22.1,998.9,9,0,0,W,85,0,Sc,0.6,19.63,0.0142,1.1956,58.26,0
6,29,6,21.8,999.2,10,0,0,정온,88,0,Sc,0.2,19.9,0.0144,1.1968,58.56,0
6,29,7,22.5,999.3,10,0,0,NE,83,0,Sc,1.1,19.97,0.0142,1.1939,58.69,0
6,29,8,22.8,999.3,10,0,0,NE,83,0,ScAs,1.7,20.03,0.0145,1.1927,59.68,0
6,29,9,23,999.4,10,0,0,NNE,83,0,ScAs,1,20.1,0.0146,1.1919,60.34,0
6,29,10,23.2,999.1,10,0,0,NNE,83,30.56,ScAs,1,20.2,0.0148,1.1911,61.02,2.44
6,29,11,24.1,998.8,10,0,0,SE,79,80.56,ScAs,1.6,20.3,0.0149,1.1875,62.13,6.44
6,29,12,26.2,998.5,10,0,0,ESE,70,436.11,ScAs,2,20.4,0.015,1.1792,64.47,60.89
6,29,13,28,997.8,10,0,0,SE,64,577.78,ScAs,1.8,20.27,0.0152,1.1721,66.96,149.33
6,29,14,28.7,997.2,9,0,0,SE,59,527.78,ScAs,2.1,20.13,0.0146,1.1694,66.1,124.15
6,29,15,29,996.5,9,0,0,E,58,0,ScAs,1.7,20,0.0146,1.1683,66.42,0
6,29,16,29.2,996,9,0,0,ESE,56,0,ScAs,2.4,19.7,0.0143,1.1675,65.74,0
6,29,17,29.1,995.5,10,0,0,SE,57,0,ScAs,2.1,19.4,0.0144,1.1679,66.09,0
6,29,18,29.2,995,10,0,0,S,54,0,ScAs,1.3,19.1,0.0137,1.1675,64.41,0
6,29,19,28.7,994.8,10,0,0.5,SSE,56,0,ScAs,1.9,20.23,0.0138,1.1694,64.16,0
6,29,20,26.6,994.7,10,0,1,SSW,76,0,ScAs,3.6,21.37,0.0167,1.1776,69.25,0
6,29,21,25.1,994.5,10,0,0,NE,85,0,ScAs,2,22.5,0.0171,1.1835,68.71,0
6,29,22,24.8,994.2,10,0,4.75,ENE,85,0,ScAs,2.5,22.6,0.0168,1.1847,67.61,0
6,29,23,23.7,993.8,10,0,9.5,E,93,0,StNs,1.7,22.7,0.0172,1.1891,67.53,0
6,29,24,23.7,993.5,10,0,3,ENE,94,0,StNs,0.8,22.8,0.0174,1.1891,68.02,0
6,30,1,23.2,993.8,10,0,3,SSE,92,0,Ci,3.4,22.3,0.0165,1.1911,65.21,0
6,30,2,23,994.2,10,0,3,SSW,92,0,StNs,1.1,21.8,0.0163,1.1919,64.49,0
6,30,3,22.5,994.5,10,0,0.5,WSW,92,0,StNs,7.5,21.3,0.0158,1.1939,62.7,0
6,30,4,21.5,995,10,0,0,SW,93,0,StNs,5.3,20.83,0.015,1.198,59.66,0
6,30,5,21.1,995.4,10,0,0,WSW,93,0,StAs,4.9,20.37,0.0146,1.1996,58.3,0
6,30,6,21.1,995.9,10,0,0,WSW,92,0,StAs,3.4,19.9,0.0145,1.1996,57.89,0
6,30,7,20.8,995.9,10,0,0,WSW,92,0,StAs,4.2,20.1,0.0142,1.2008,56.9,0
6,30,8,21.1,996,10,0,0,WSW,92,0,StAs,2.4,20.3,0.0145,1.1996,57.89,0
6,30,9,21.7,996,10,0,0,WSW,92,0,StAs,2.9,20.5,0.015,1.1972,59.92,0
6,30,10,22.3,996,10,0,0,S,90,94.44,StAs,2,20.6,0.0152,1.1947,61.12,7.56
6,30,11,24,996,10,0,0,SW,81,200,StAs,2.4,20.7,0.0152,1.1879,62.77,16
6,30,12,24.3,996,10,0,0,SW,80,188.89,StAs,3,20.8,0.0153,1.1867,63.31,15.11
6,30,13,26,995.4,10,0,0,SSW,71,411.11,StAs,3,21,0.015,1.18,64.35,50.39
6,30,14,26.7,994.8,10,0,0,SW,72,416.67,StAs,2.8,21.2,0.0159,1.1772,67.31,57.94
6,30,15,26.5,994.2,10,0,0,SW,73,247.22,StAs,4.7,21.4,0.0159,1.178,67.18,19.59
6,30,16,26,994.1,10,0,0,SW,77,133.33,StAs,4.9,21.5,0.0163,1.18,67.67,10.67
6,30,17,25.58,994.2,10,0,0.03,SW,78,33.33,StAs,4.9,21.31,0.0161,1.1816,66.74,2.67
6,30,18,25.15,994.4,10,0,0.06,WSW,79,11.11,StAs,4.8,21.13,0.0159,1.1833,65.81,0.89
6,30,19,24.73,994.5,10,0,0.09,WSW,80,11.22,StAs,4.8,20.94,0.0157,1.185,64.87,0.9
6,30,20,24.3,994.6,10,0,0.13,SW,81,0,StAs,4.7,20.76,0.0155,1.1867,63.93,0
6,30,21,23.88,994.7,10,0,0.16,WSW,82,0,StAs,4.7,20.57,0.0153,1.1884,62.99,0
6,30,22,23.45,994.8,10,0,0.19,SW,83,0,StAs,4.6,20.39,0.0151,1.1901,62.04,0
6,30,23,23.03,994.9,10,0,0.22,SW,84,0,StAs,4.6,20.2,0.0149,1.1918,61.09,0
6,30,24,22.6,995,10,0,0.25,SW,86,0,StAs,4.6,20.02,0.0147,1.1935,60.14,0
7,1,1,22.18,995.1,10,0,0.28,ENE,87,0,Sc,4.5,19.83,0.0145,1.1953,59.19,0
7,1,2,21.75,995.2,10,0,0.31,ENE,88,0,StNs,4.5,19.65,0.0143,1.197,58.23,0
7,1,3,21.33,995.3,10,0,0.34,ENE,89,0,StNs,4.4,19.46,0.0141,1.1987,57.28,0
7,1,4,20.9,995.4,10,0,0.38,ENE,90,0,StNs,4.4,19.28,0.0139,1.2004,56.32,0
7,1,5,20.48,995.5,10,0,0.41,ENE,91,0,StNs,4.3,19.09,0.0137,1.2022,55.37,0
7,1,6,20.05,995.7,10,0,0.44,ENE,92,0,StNs,4.3,18.9,0.0135,1.2039,54.41,0
7,1,7,19.63,995.8,10,0,0.47,ENE,93,0,StNs,4.2,18.72,0.0133,1.2057,53.46,0
7,1,8,19.2,995.9,10,0,0.5,ENE,94,50,StNs,4.2,18.53,0.0131,1.2074,52.51,4
7,1,9,19.5,995.7,10,0,0.5,ENE,94,83.33,StNs,3.8,18.7,0.0134,1.2062,53.45,6.67
7,1,10,19.5,995.4,10,0,1,ENE,94,88.89,StNs,4.3,18.73,0.0134,1.2062,53.45,7.11
7,1,11,19.6,995.2,10,0,1,ENE,94,52.78,ScAs,4.7,18.77,0.0134,1.2058,53.77,4.22
7,1,12,20.2,994.9,10,0,0,ENE,91,127.78,ScAs,4.3,18.8,0.0135,1.2033,54.56,10.22
7,1,13,20.7,994.7,10,0,0,ENE,87,113.89,ScAs,4.4,18.83,0.0133,1.2012,54.58,9.11
7,1,14,20.6,994.4,10,0,0,ENE,90,61.11,StNs,4.2,18.87,0.0137,1.2017,55.45,4.89
7,1,15,20.6,994.2,10,0,0.5,ENE,89,83.33,StNs,3.9,18.9,0.0135,1.2017,55.06,6.67
7,1,16,20.5,994,10,0,2.5,ENE,93,55.56,StNs,3.1,19.03,0.0141,1.2021,56.31,4.44
7,1,17,20.3,993.9,10,0,0,NE,93,16.67,StNs,3.7,19.17,0.0139,1.2029,55.65,1.33
7,1,18,20.3,993.7,10,0,0.5,ENE,93,2.78,StNs,3.4,19.3,0.0139,1.2029,55.65,0.22
7,1,19,20.2,993.9,10,0,0,ENE,94,11.1,StNs,4.1,19.23,0.014,1.2033,55.71,0.89
7,1,20,20.2,994,10,0,0,ENE,94,0,StNs,3.9,19.17,0.014,1.2033,55.71,0
7,1,21,19.8,994.2,10,0,2,ENE,95,0,StNs,4,19.1,0.0138,1.2049,54.79,0
7,1,22,19.5,994.1,10,0,2,ENE,96,0,StNs,4.1,18.97,0.0136,1.2062,54.19,0
7,1,23,19.2,994.1,10,0,0.5,NE,96,0,StNs,3.6,18.83,0.0134,1.2074,53.23,0
7,1,24,19.2,994,10,0,0.5,NE,96,0,StNs,3.6,18.7,0.0134,1.2074,53.23,0
7,2,1,19.2,993.6,10,0,1.5,NE,95,0,StNs,4,18.57,0.0132,1.2074,52.87,0
7,2,2,18.8,993.3,10,0,12,ENE,96,0,StNs,3.7,18.43,0.013,1.2091,51.96,0
7,2,3,18.8,992.9,10,0,2.5,ENE,96,0,StNs,4.4,18.3,0.013,1.2091,51.96,0
7,2,4,18.7,992.7,10,0,12.5,ENE,96,0,StNs,4.5,18.27,0.013,1.2095,51.65,0
7,2,5,18.7,992.4,10,0,8,ENE,96,0,StNs,3.3,18.23,0.013,1.2095,51.65,0
7,2,6,18.7,992.2,10,0,13,ENE,96,0,StNs,3.2,18.2,0.013,1.2095,51.65,0
7,2,7,18.7,992.3,10,0,9,ENE,96,0,StNs,3.5,18.33,0.013,1.2095,51.65,0
7,2,8,18.7,992.3,10,0,7,NE,96,92.81,StNs,3.4,18.47,0.013,1.2095,51.65,7.42
7,2,9,19.1,992.4,10,0,4,ENE,96,5.56,StNs,3.5,18.6,0.0133,1.2078,52.91,0.44
7,2,10,19.2,992.3,10,0,0.5,NE,96,25,StNs,3.7,18.73,0.0134,1.2074,53.23,2
7,2,11,19.5,992.3,10,0,5.5,ENE,96,30.56,StNs,3.9,18.87,0.0136,1.2062,54.19,2.44
7,2,12,19.7,992.2,10,0,0.5,ENE,95,47.22,StNs,3.8,19,0.0137,1.2054,54.47,3.78
7,2,13,21,992,10,0,0,ENE,90,213.89,StNs,3.8,19.13,0.014,1.2,56.75,17.11
7,2,14,21.8,991.9,10,0,0,ENE,83,316.67,ScAs,3.9,19.27,0.0136,1.1968,56.43,27.7
7,2,15,21.7,991.7,10,0,0,ENE,86,177.78,ScAs,2.6,19.4,0.014,1.1972,57.38,14.22
7,2,16,22.1,991.7,10,0,0,NE,84,141.67,ScAs,2.9,19.43,0.014,1.1956,57.82,11.33
7,2,17,22.2,991.7,10,0,0,NE,83,119.44,ScAs,2.9,19.47,0.0139,1.1951,57.71,9.56
7,2,18,22.8,991.7,10,0,0,ENE,81,225,ScAs,2.6,19.5,0.0141,1.1927,58.77,68.78
7,2,19,22.3,992,10,0,0,ENE,83,27.78,ScAs,2.5,19.47,0.014,1.1947,58.04,2.22
7,2,20,22.1,992.2,10,0,0,NE,83,0,ScAs,2.6,19.43,0.0138,1.1956,57.39,0
7,2,21,22.1,992.5,10,0,0,NE,84,0,ScAs,2.2,19.4,0.014,1.1956,57.82,0
7,2,22,22.1,992.8,10,0,0,NE,83,0,ScAs,2.7,19.67,0.0138,1.1956,57.39,0
7,2,23,22,993.2,10,0,0,NE,84,0,ScAs,1.9,19.93,0.0139,1.196,57.5,0
7,2,24,21.6,993.5,10,0,0,NE,91,0,ScAs,1.1,20.2,0.0147,1.1976,59.16,0
7,3,1,21.2,993.4,10,0,0.5,NE,93,0,StNs,0.6,20.13,0.0147,1.1992,58.64,0
7,3,2,21.1,993.3,10,0,0.5,정온,93,0,ScAs,0,20.07,0.0146,1.1996,58.3,0
7,3,3,20.7,993.2,10,0,0,정온,95,0,ScAs,0,20,0.0146,1.2012,57.76,0
7,3,4,20.6,993.5,10,0,0,NE,94,0,ScAs,1.8,19.8,0.0143,1.2017,57.03,0
7,3,5,20.5,993.9,10,0,0,ENE,94,0,ScAs,0.9,19.6,0.0142,1.2021,56.7,0
7,3,6,20.6,994.2,10,0,0,ENE,92,0,ScAs,1.2,19.4,0.014,1.2017,56.24,0
7,3,7,20.8,994.5,10,0,0,NNE,91,16.67,ScAs,0.5,19.4,0.014,1.2008,56.5,1.33
7,3,8,21.7,994.7,10,0,0,정온,84,102.78,ScAs,0,19.4,0.0137,1.1972,56.53,8.22
7,3,9,22.3,995,10,0,0,NW,83,163.89,ScAs,1.4,19.4,0.014,1.1947,58.04,13.11
7,3,10,22.5,995,10,0,0,NW,84,161.11,ScAs,1.6,19.37,0.0144,1.1939,59.14,12.89
7,3,11,23,994.9,10,0,0,NW,81,200,ScAs,1.5,19.33,0.0143,1.1919,59.43,16
7,3,12,24.3,994.9,10,0,0,SSW,73,477.78,ScAs,0.7,19.3,0.0139,1.1867,59.83,81.94
7,3,13,26.1,994.5,10,0,0,SW,65,566.67,ScAs,1.9,19.2,0.0138,1.1796,61.36,140.9
7,3,14,26.7,994.1,10,0,0,SW,63,530.56,ScAs,1.8,19.1,0.0138,1.1772,62.13,126.68
7,3,15,27.3,993.7,10,0,0,WSW,60,427.78,ScAs,1.9,19,0.0137,1.1749,62.27,79.69
7,3,16,27.1,993.3,9,0,0,SW,62,336.11,ScAs,2.4,19.2,0.014,1.1756,62.82,53.88
7,3,17,26.8,992.9,7,0,0,WSW,64,222.22,ScCi,2.6,19.4,0.0142,1.1768,63.03,26.27
7,3,18,26.6,992.5,6,0,0,SW,65,166.67,ScCi,3.4,19.6,0.0142,1.1776,62.96,26.28
7,3,19,26.2,992.7,7,0,0,WSW,65,102.78,ScCi,2.3,19.7,0.0139,1.1792,61.68,32.94
7,3,20,24.8,992.8,9,0,0,WNW,74,0,ScAs,1.5,19.8,0.0145,1.1847,61.96,0
7,3,21,24,993,10,0,0,WNW,77,0,ScAs,2.2,19.9,0.0144,1.1879,60.82,0
7,3,22,23.6,992.7,10,0,0,W,78,0,ScAs,1.1,19.9,0.0143,1.1895,59.99,0
7,3,23,23.1,992.5,10,0,0,WSW,79,0,ScAs,1.8,19.9,0.014,1.1915,58.83,0
7,3,24,22.8,992.2,10,0,0,WNW,83,0,ScAs,1.7,19.9,0.0145,1.1927,59.68,0
7,4,1,22.6,991.7,10,0,0,W,84,0,ScAs,2.9,19.87,0.0145,1.1935,59.47,0
7,4,2,22.2,991.2,10,0,0,정온,87,0,ScAs,0.1,19.83,0.0146,1.1951,59.46,0
7,4,3,22.3,990.7,10,0,0,정온,85,0,ScAs,0.3,19.8,0.0144,1.1947,58.92,0
7,4,4,22.5,990.4,10,0,0,NW,85,0,ScAs,0.7,19.77,0.0145,1.1939,59.58,0
7,4,5,22,990,10,0,0,NW,87,0,ScAs,0.9,19.73,0.0144,1.196,58.79,0
7,4,6,21.8,989.7,10,0,0,NW,87,0,ScAs,1.7,19.7,0.0143,1.1968,58.13,0
7,4,7,21.5,990,10,0,0.5,WNW,91,0,ScAs,2.3,19.8,0.0147,1.198,58.82,0
7,4,8,21.2,990.2,10,0,0,W,91,8.33,CbStNs,2.8,19.9,0.0144,1.1992,57.82,0.67
7,4,9,21,990.5,10,0,5.5,W,93,132.63,CbStNs,4,20,0.0145,1.2,57.97,10.61
7,4,10,20.8,990.7,10,0,11,NNW,94,166.12,CbStNs,1.3,20.03,0.0145,1.2008,57.7,13.29
7,4,11,20.8,991,10,0,13.5,SW,94,16.67,StNs,0.9,20.07,0.0145,1.2008,57.7,1.33
7,4,12,21.5,991.2,10,0,1,정온,91,100,StNs,0.4,20.1,0.0147,1.198,58.82,8
7,4,13,22.2,991,9,0,0,NE,91,130.56,StNs,0.6,20.17,0.0153,1.1951,61.21,10.44
7,4,14,22.7,990.7,9,0,0,W,87,197.22,ScAc,2.8,20.23,0.0151,1.1931,61.15,15.78
7,4,15,25.1,990.5,8,0,0,S,74,705.56,ScAc,1.8,20.3,0.0148,1.1835,62.95,359.66
7,4,16,24.7,990.9,7,0,0,W,71,241.67,ScAc,2.9,19.73,0.0139,1.1851,60.1,21.38
7,4,17,24.5,991.3,6,0,0,WNW,71,280.56,Sc,4.1,19.17,0.0137,1.1859,59.47,54.89
7,4,18,25.2,991.7,5,0,0,W,66,238.89,Sc,2.3,18.6,0.0133,1.1831,59.09,83.19
7,4,19,24.2,992,5,0,0,WNW,72,33.33,Sc,2.1,18.9,0.0136,1.1871,59.01,2.67
7,4,20,24,992.4,6,0,0,N,74,0,Sc,0.6,19.2,0.0139,1.1879,59.36,0
7,4,21,23.6,992.7,6,0,0,W,77,0,Sc,1.2,19.5,0.0141,1.1895,59.51,0
7,4,22,22.2,993,5,0,0,WNW,83,0,Sc,2.9,19.23,0.0139,1.1951,57.71,0
7,4,23,21.5,993.2,5,0,0,NNW,84,0,Sc,1.2,18.97,0.0135,1.198,55.9,0
7,4,24,21.2,993.5,4,0,0,WNW,85,0,Sc,1.7,18.7,0.0134,1.1992,55.36,0
7,5,1,21,993.5,5,0,0,WNW,85,0,ScAs,0.8,18.57,0.0132,1.2,54.73,0
7,5,2,20.7,993.5,6,0,0,WNW,86,0,Sc,1.1,18.43,0.0132,1.2012,54.19,0
7,5,3,20.7,993.5,7,0,0,SW,85,0,Sc,1.7,18.3,0.013,1.2012,53.79,0
7,5,4,20.7,993.8,8,0,0,SW,87,0,Sc,1.9,18.63,0.0133,1.2012,54.58,0
7,5,5,20.7,994.2,8,0,0,SW,89,0,Sc,2,18.97,0.0136,1.2012,55.38,0
7,5,6,21,994.5,9,0,0,SW,89,0,Sc,2.1,19.3,0.0139,1.2,56.34,0
7,5,7,21.2,994.6,9,0,0,SW,88,87.91,Sc,1.7,19.37,0.0139,1.1992,56.59,6.91
7,5,8,21.6,994.8,10,0,0,WSW,87,19.44,ScAs,3.3,19.43,0.0141,1.1976,57.47,1.56
7,5,9,21.8,994.9,10,0,0,WSW,86,22.22,ScAs,1.7,19.5,0.0141,1.1968,57.71,1.78
7,5,10,22.2,994.8,10,0,0,WSW,85,36.11,ScAs,2.5,19.9,0.0143,1.1951,58.59,2.89
7,5,11,22.5,994.6,10,0,0,SW,87,108.33,StNs,2.1,20.3,0.0149,1.1939,60.47,8.67
7,5,12,23,994.5,10,0,0,WSW,86,147.22,StNs,2,20.7,0.0152,1.1919,61.72,11.78
7,5,13,24.1,994.2,10,0,0,WSW,78,291.67,StNs,2.9,20.5,0.0147,1.1875,61.64,23.22
7,5,14,24.6,994,10,0,0,WSW,76,338.89,ScAs,2.8,20.3,0.0148,1.1855,62.31,32.38
7,5,15,24.7,993.7,10,0,0,WSW,75,366.67,ScAs,4.4,20.1,0.0147,1.1851,62.14,48.82
7,5,16,24.5,993.8,10,0,0,SW,77,283.33,ScAs,4,19.93,0.0149,1.1859,62.48,31.98
7,5,17,24.3,993.9,10,0,0,SW,76,150,ScAs,4.3,19.77,0.0145,1.1867,61.32,11.78
7,5,18,24.2,994,10,0,0,WSW,75,180.56,ScAs,3.7,19.6,0.0142,1.1871,60.49,34.34
7,5,19,23.7,994.4,9,0,0,W,78,97.22,ScAs,3.9,19.5,0.0144,1.1891,60.32,28.35
7,5,20,23.2,994.8,9,0,0,SW,78,0,Sc,4.6,19.4,0.0139,1.1911,58.69,0
7,5,21,23,995.2,8,0,0,SW,79,0,Sc,2.5,19.3,0.0139,1.1919,58.51,0
7,5,22,22.7,995.3,8,0,0,SW,83,0,Sc,2.3,19.47,0.0144,1.1931,59.35,0
7,5,23,22.6,995.3,8,0,0,WSW,84,0,Sc,1.9,19.63,0.0145,1.1935,59.47,0
7,5,24,22.5,995.4,8,0,0,WSW,84,0,Sc,1.5,19.8,0.0144,1.1939,59.14,0
7,6,1,22.2,995.2,9,0,0,SW,85,0,Sc,1.1,19.83,0.0143,1.1951,58.59,0
7,6,2,22.2,994.9,9,0,0,SW,86,0,ScAs,0.9,19.87,0.0144,1.1951,59.02,0
7,6,3,22.2,994.7,10,0,0,NW,86,0,ScAs,0.6,19.9,0.0144,1.1951,59.02,0
7,6,4,22,994.5,10,0,0,NNE,83,0,ScAs,0.7,19.73,0.0138,1.196,57.07,0
7,6,5,21.7,994.4,10,0,0,NE,85,0,ScAs,0.9,19.57,0.0138,1.1972,56.96,0
7,6,6,21.5,994.2,10,0,0,NE,87,0,ScAs,0.8,19.4,0.014,1.198,57.15,0
7,6,7,22.2,994.3,8,0,0,NE,84,41.67,ScAs,1.8,19.03,0.0141,1.1951,58.15,3.33
7,6,8,23.7,994.3,5,0,0,NNE,70,219.44,Ci,1.5,18.67,0.0128,1.1891,56.5,29.7
7,6,9,25.2,994.4,3,0,0,NNE,65,413.89,Ci,1.3,18.3,0.0131,1.1831,58.57,118.35
7,6,10,26.1,993.9,3,0,0,NNE,59,575,Ci,2.2,18.07,0.0125,1.1796,58.05,217.46
7,6,11,27.2,993.5,3,0,0,ESE,57,708.33,Sc,1.8,17.83,0.0129,1.1753,60.19,315.87
7,6,12,28.2,993,3,0,0,ENE,52,783.33,Sc,2.3,17.6,0.0125,1.1714,60.12,374.44
7,6,13,29.2,992.6,4,0,0,NNE,50,716.67,Sc,1.5,16.73,0.0127,1.1675,61.76,290.3
